query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
Galaxy_left.csv,title,1,Galaxy_right,title,0.6341437101364136,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","Sagittarius Dwarf Spheroidal Galaxy, RX J1242-11, Canis Major Overdensity, Carina Dwarf Spheroidal Galaxy, NGC 34"
Galaxy_left.csv,title,1,FootballLeagueSeason_right,id,0.5615229606628418,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,RailwayLine_right,id,0.56131911277771,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Hospital_right,id,0.5612773895263672,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Museum_right,id,0.5612502098083496,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,SoccerTournament_right,id,0.5612478256225586,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Country_right,id,0.5612478256225586,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Song_left,id,0.5611293315887451,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,GivenName_right,id,0.5610555410385132,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Drug_right,id,0.5608530640602112,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,TennisTournament_left,id,0.5604812502861023,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,NCAATeamSeason_left,id,0.5603820085525513,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Artwork_right,id,0.5603770613670349,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Magazine_right,id,0.5603770315647125,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,SoccerLeague_right,id,0.5603209137916565,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Monarch_right,id,0.5603209137916565,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,ShoppingMall_right,id,0.5601478219032288,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Race_right,id,0.5599723160266876,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,Legislature_right,id,0.5599167048931122,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,ShoppingMall_left,id,0.5596546232700348,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
Galaxy_left.csv,title,1,SportFacility_left,id,0.5596522092819214,"Large Magellanic Cloud, Andromeda Galaxy, Hoag's Object, Messier 100, Small Magellanic Cloud","0, 1, 2, 3, 4"
