candidate_table,candidate_column,similarity_score
EthnicGroup_right,title,0.5503830909729004
Country_right,title,0.4809735417366028
Country_left,title,0.480305552482605
PoliticalParty_left,title,0.46538496017456055
PoliticalParty_right,title,0.46188509464263916
TelevisionStation_right,title,0.45396894216537476
Monarch_left,title,0.45219841599464417
GivenName_left,title,0.4518706202507019
BasketballTeam_left,title,0.44978752732276917
TelevisionStation_left,title,0.44943907856941223
Amphibian_left,title,0.4483780562877655
GovernmentAgency_left,title,0.4480713903903961
Legislature_left,title,0.44707420468330383
Wrestler_left,title,0.4468247890472412
Wrestler_right,title,0.4461040198802948
SportsLeague_left,title,0.4458281397819519
Monarch_right,title,0.4455347955226898
GivenName_right,title,0.44533857703208923
GovernmentAgency_right,title,0.4448305368423462
Reptile_left,title,0.4447284936904907
BasketballTeam_right,title,0.4442722201347351
Magazine_right,title,0.44259607791900635
ChristianBishop_left,title,0.44217073917388916
Magazine_left,title,0.4406791031360626
Song_left,title,0.4389927387237549
SoccerLeague_left,title,0.4387798309326172
Reptile_right,title,0.4382576048374176
Legislature_right,title,0.4373666048049927
Race_left,title,0.4368930757045746
Noble_left,title,0.43547242879867554
Artwork_left,title,0.43448716402053833
HistoricBuilding_left,title,0.43443092703819275
RailwayLine_left,title,0.4343484044075012
MemberOfParliament_left,title,0.4338119924068451
ChristianBishop_right,title,0.43366560339927673
RugbyLeague_left,title,0.43265652656555176
Amphibian_right,title,0.4325171113014221
Museum_left,title,0.43235450983047485
Device_right,title,0.4310127794742584
Drug_left,title,0.4308042824268341
Device_left,title,0.43053874373435974
RailwayLine_right,title,0.4305267632007599
ArtificialSatellite_left,title,0.42818501591682434
Tournament_left,title,0.4281706213951111
SportFacility_left,title,0.4280783236026764
MemberOfParliament_right,title,0.42753931879997253
Venue_left,title,0.42721235752105713
Race_right,title,0.4265035390853882
ClericalAdministrativeRegion_left,title,0.42548635601997375
Song_right,title,0.4230278432369232
