candidate_table,candidate_column,similarity_score
Galaxy_left,title,0.7047640681266785
Galaxy_right,title,0.5633126497268677
NCAATeamSeason_left,id,0.5319594144821167
Song_left,id,0.5315027832984924
SportFacility_left,id,0.5310186743736267
PoliticalParty_left,id,0.5306604504585266
Election_left,id,0.5305457711219788
TelevisionStation_left,id,0.5305114984512329
Device_left,id,0.5299967527389526
MemberOfParliament_left,id,0.5288639068603516
Stadium_left,id,0.5281817317008972
ChristianBishop_left,id,0.5280882716178894
Drug_left,id,0.5280882716178894
HistoricBuilding_left,id,0.5276885032653809
Tournament_left,id,0.5272731184959412
Drug_right,id,0.5264855027198792
GivenName_right,id,0.5261890292167664
FootballLeagueSeason_right,id,0.5259334444999695
Country_right,id,0.5259138345718384
SoccerTournament_right,id,0.5259138345718384
RailwayLine_right,id,0.5259091258049011
Museum_right,id,0.5256801247596741
Magazine_right,id,0.5255452990531921
Hospital_right,id,0.525507926940918
TennisTournament_left,id,0.5251001119613647
Artwork_right,id,0.5249463319778442
ShoppingMall_right,id,0.524921715259552
Monarch_right,id,0.5248000621795654
SoccerLeague_right,id,0.5248000621795654
Legislature_right,id,0.5245630145072937
Race_right,id,0.5245197415351868
ShoppingMall_left,id,0.5245112776756287
ClericalAdministrativeRegion_right,id,0.5244654417037964
BasketballTeam_right,id,0.5244532227516174
Award_left,id,0.5243176817893982
HistoricBuilding_right,id,0.5235400199890137
ChristianBishop_right,id,0.5234919786453247
PoliticalParty_right,id,0.5234919786453247
SportFacility_right,id,0.5234905481338501
SportsLeague_right,id,0.5234428644180298
Noble_right,id,0.5232274532318115
GivenName_left,id,0.5232059955596924
GovernmentAgency_right,id,0.5228918194770813
MotorsportSeason_right,id,0.5228437185287476
NationalFootballLeagueSeason_left,id,0.5227450728416443
MotorsportSeason_left,id,0.5225414633750916
FootballLeagueSeason_left,id,0.5225183367729187
GovernmentAgency_left,id,0.522507905960083
Museum_left,id,0.522507905960083
Stadium_right,id,0.5225027203559875
